experiment,device,batch_size,warmup,repeats,latency_ms_mean,latency_ms_std,latency_ms_p95,fps,latency_ms_min,n_params,model_size_mb
EXP1_SIMPLE_RGB,cpu,1,5,20,5.534695816459134,0.5934359437531386,6.258701911428943,180.67840278162893,4.728456027805805,110853,0.4228706359863281
EXP1_SIMPLE_RGB,cuda,1,5,20,0.3338838461786508,0.0103589103912732,0.3514320473186672,2995.053553638924,0.3219289937987923,110853,0.4228706359863281
EXP2_SIMPLE_RGBD,cpu,1,5,20,4.969877650728449,0.4237166694377056,5.629546276759356,201.2121968140256,4.139890079386532,111141,0.4239692687988281
EXP2_SIMPLE_RGBD,cuda,1,5,20,0.3326363628730178,0.0098072510501138,0.3507169953081757,3006.2858773553417,0.3208979032933712,111141,0.4239692687988281
EXP3_RESNET18_RGB_AUGMENT,cpu,1,5,20,7.688669598428532,0.1787917317579384,7.966700947145,130.0615128792096,7.4808819917961955,11179077,42.64479446411133
EXP3_RESNET18_RGB_AUGMENT,cuda,1,5,20,1.3091189553961158,0.0071308218444627,1.319714088458568,763.8725234846348,1.295974012464285,11179077,42.64479446411133
EXP4_RESNET18_RGBD,cpu,1,5,20,7.780166086740792,0.1029011103534371,7.87692996673286,128.53196048143909,7.573271985165775,11182213,42.65675735473633
EXP4_RESNET18_RGBD,cuda,1,5,20,1.3547767768613994,0.0223784326850863,1.3858714839443564,738.1289796808387,1.329164020717144,11182213,42.65675735473633
