epoch,train_loss,val_loss,val_success,val_iou,val_angle_deg
1,0.056066042030448314,279.1848889160156,0.0,0.0,23.21183680330985
2,0.042152812201026325,1119.8900268554687,0.0,0.0,22.814406134133193
3,0.04194193885468685,91.54601974487305,0.0,0.0,22.535729510476873
4,0.041919248044356566,43.68034973144531,0.0,0.0,21.35791030102286
5,0.04155294019896705,51.76968116760254,0.0,0.0,20.925567132782984
6,0.04146970295020052,76.24115402221679,0.0,0.0,24.530142588763084
7,0.04133091410538098,57.751417846679686,0.0,0.0,21.30893811653827
8,0.04119694966252323,94.41502792358398,0.0,0.0,19.909150993859647
9,0.04128767900705874,47.327232360839844,0.0,0.0,16.205265380306802
10,0.04125619678011349,87.71759307861328,0.0,0.0,18.48464456057836
