overlay_name,selection_mode,source_dir,reason,zoom_center,zoom_half_size
overlay_infer_1774039720338.png,manual_review,HISTORICO/panel_v2_20260321/panel_audit/figures,GT y prediccion visibles y con mayor coincidencia cualitativa en la region de agarre,"(160,108)","(70,58)"
