wall_time,parent_frame,child_frame,tx,ty,tz,qx,qy,qz,qw,tf_age_sec
1777116265.204,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115987.693
1777116265.204,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115987.638
1777116265.204,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115987.638
1777116265.204,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115987.638
1777116265.204,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116265.205
1777116265.700,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115987.990
1777116265.700,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115987.968
1777116265.700,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115987.968
1777116265.700,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115987.968
1777116265.700,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115987.990
1777116265.700,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115987.990
1777116265.700,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115987.990
1777116265.700,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116265.701
1777116266.202,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115988.389
1777116266.202,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115988.363
1777116266.202,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115988.363
