wall_time,parent_frame,child_frame,tx,ty,tz,qx,qy,qz,qw,tf_age_sec
1777116266.202,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115988.363
1777116266.202,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115988.390
1777116266.202,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115988.390
1777116266.202,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115988.390
1777116266.202,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116266.203
1777116266.704,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115988.691
1777116266.704,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115988.696
1777116266.704,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115988.696
1777116266.704,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115988.696
1777116266.704,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115988.696
1777116266.704,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115988.696
1777116266.704,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115988.697
1777116266.704,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116266.705
1777116267.203,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115989.088
1777116267.203,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115989.093
1777116267.203,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115989.093
1777116267.203,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115989.093
1777116267.203,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115989.093
1777116267.203,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115989.093
1777116267.203,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115989.093
1777116267.203,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116267.204
1777116267.703,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115989.390
1777116267.703,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115989.424
1777116267.703,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115989.424
1777116267.703,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115989.424
1777116267.703,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115989.424
1777116267.703,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115989.424
1777116267.703,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115989.424
1777116267.703,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116267.703
1777116268.201,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115989.783
1777116268.201,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115989.810
1777116268.201,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115989.810
1777116268.201,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115989.810
1777116268.201,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115989.810
1777116268.201,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115989.810
1777116268.201,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115989.810
1777116268.201,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116268.202
1777116268.700,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115990.184
1777116268.700,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115990.197
1777116268.700,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115990.197
1777116268.700,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115990.197
1777116268.700,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115990.197
1777116268.700,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115990.197
1777116268.700,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115990.197
1777116268.700,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116268.701
1777116269.200,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115990.588
1777116269.200,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115990.529
1777116269.200,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115990.529
1777116269.200,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115990.529
1777116269.200,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115990.588
1777116269.200,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115990.588
1777116269.200,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115990.588
1777116269.200,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116269.201
1777116269.708,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115990.895
1777116269.708,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115990.871
1777116269.708,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115990.871
1777116269.708,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115990.871
1777116269.708,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115990.895
1777116269.708,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115990.895
1777116269.708,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115990.895
1777116269.708,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116269.708
1777116270.200,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115991.284
1777116270.200,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115991.259
1777116270.200,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115991.259
1777116270.200,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115991.259
1777116270.200,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115991.284
1777116270.200,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115991.284
1777116270.200,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115991.284
1777116270.200,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116270.201
1777116270.702,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115991.587
1777116270.702,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115991.591
1777116270.702,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115991.591
1777116270.702,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115991.591
1777116270.702,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115991.591
1777116270.702,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115991.591
1777116270.702,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115991.591
1777116270.702,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116270.702
1777116271.208,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115991.994
1777116271.208,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115991.984
1777116271.208,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115991.984
1777116271.208,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115991.984
1777116271.208,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115991.994
1777116271.208,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115991.995
1777116271.208,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115991.995
1777116271.208,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116271.209
1777116271.701,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115992.289
1777116271.701,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115992.313
1777116271.701,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115992.313
1777116271.701,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115992.313
1777116271.701,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115992.313
1777116271.701,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115992.313
1777116271.701,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115992.313
1777116271.701,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116271.701
1777116272.211,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115992.698
1777116272.211,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115992.715
1777116272.211,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115992.715
1777116272.211,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115992.715
1777116272.211,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115992.715
1777116272.211,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115992.715
1777116272.211,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115992.715
1777116272.211,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116272.212
1777116272.700,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115992.988
1777116272.700,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115992.988
1777116272.700,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115992.989
1777116272.700,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115992.989
1777116272.700,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115992.989
1777116272.700,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115992.989
1777116272.700,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115992.989
1777116272.700,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116272.701
1777116273.206,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115993.393
1777116273.206,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115993.382
1777116273.206,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115993.382
1777116273.206,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115993.382
1777116273.206,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115993.393
1777116273.206,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115993.393
1777116273.206,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115993.393
1777116273.206,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116273.206
1777116273.543,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115993.625
1777116273.543,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115993.608
1777116273.543,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115993.608
1777116273.543,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115993.608
1777116273.543,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115993.625
1777116273.543,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115993.626
1777116273.543,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115993.626
1777116273.543,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116273.544
1777116273.545,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115993.627
1777116273.545,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115993.610
1777116273.545,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115993.610
1777116273.545,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115993.610
1777116273.545,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115993.627
1777116273.545,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115993.627
1777116273.545,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115993.627
1777116273.545,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116273.545
1777116273.551,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115993.633
1777116273.551,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115993.616
1777116273.551,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115993.616
1777116273.551,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115993.616
1777116273.551,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115993.633
1777116273.551,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115993.633
1777116273.551,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115993.633
1777116273.551,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116273.551
1777116273.552,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115993.634
1777116273.552,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115993.617
1777116273.552,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115993.617
1777116273.552,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115993.617
1777116273.552,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115993.634
1777116273.552,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115993.634
1777116273.552,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115993.634
1777116273.552,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116273.553
1777116273.554,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115993.636
1777116273.554,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115993.619
1777116273.554,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115993.619
1777116273.554,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115993.619
1777116273.554,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115993.636
1777116273.554,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115993.636
1777116273.554,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115993.636
1777116273.554,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116273.554
1777116273.555,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115993.638
1777116273.555,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115993.621
1777116273.555,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115993.621
1777116273.555,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115993.621
1777116273.555,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115993.638
1777116273.555,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115993.638
1777116273.555,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115993.638
1777116273.555,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116273.556
1777116273.701,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115993.783
1777116273.701,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115993.710
1777116273.701,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115993.710
1777116273.701,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115993.710
1777116273.701,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115993.783
1777116273.701,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115993.783
1777116273.701,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115993.783
1777116273.701,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116273.701
1777116274.200,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115994.088
1777116274.200,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115994.098
1777116274.200,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115994.098
1777116274.200,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115994.098
1777116274.200,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115994.098
1777116274.200,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115994.098
1777116274.200,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115994.098
1777116274.200,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116274.201
1777116274.703,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115994.490
1777116274.703,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115994.435
1777116274.703,base_link,tool0,0.326809,-0.051746,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115994.435
1777116274.703,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115994.435
1777116274.703,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115994.491
1777116274.703,world,tool0,-0.523191,-0.051746,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115994.491
1777116274.703,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115994.491
1777116274.703,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116274.704
