epoch,train_loss,val_loss,val_success,val_iou,val_angle_deg
1,0.0684490851252465,0.032199635207653,0.078125,0.0969474194943905,36.649949131011965
2,0.0415201932359654,0.0311657953634858,0.11875,0.1380502094328403,38.603212699890136
3,0.0365900439923411,0.0279903374612331,0.1575,0.1359147246181964,34.8016089630127
4,0.0328326991817972,0.0274905934766866,0.151875,0.1336553318798542,32.10857181549072
5,0.0319025359779327,0.0302229238115251,0.174375,0.1496108748763799,33.6277073097229
6,0.0311129430459963,0.0306769960559904,0.108125,0.1129848043993115,36.69235939025879
7,0.0299881738400808,0.0763842667639255,0.0,5.653312109643593e-07,48.34369117736816
8,0.0296133940301097,0.0282967646233737,0.116875,0.1231051130592823,36.64645069122314
9,0.0293043554164804,0.0281990908831357,0.11875,0.1238386784866452,34.71779987335205
10,0.0284357867916827,0.0282988351437961,0.2175,0.1609361992031336,30.02123092651367
11,0.0278071176915152,0.0266539401421323,0.10875,0.1104986324347555,32.64696750640869
12,0.02841144166719,0.0297765360353514,0.103125,0.0980062832124531,31.91648826599121
13,0.0282343210870618,0.0279168827272951,0.144375,0.1219429134577512,33.22921417236328
14,0.028231886332972,0.029485005447641,0.11375,0.1132450896129012,33.933526363372806
15,0.0265934855870164,0.0293650989141315,0.14875,0.1418301563337445,32.8110273361206
16,0.0272962323868194,0.0273391687113326,0.164375,0.1509281146526336,30.623938369750977
17,0.0264180943051034,0.0274298664770321,0.149375,0.1362844830006361,31.322836685180665
18,0.0268952476766866,0.0299005436711013,0.008125,0.0280932296050013,35.64079166412353
19,0.0265247489468337,0.0274071627564262,0.1425,0.1329781254380941,32.44673515319824
20,0.0263224274406696,0.027447308411356,0.200625,0.160384443923831,31.977126865386964
21,0.0268756222349029,0.0340802393481135,0.15625,0.1571552613005042,35.34513887405396
22,0.0262262992527302,0.0260313528124243,0.2,0.1474880792573094,31.887055797576902
23,0.0270830595798723,0.0270743441209197,0.1,0.1097974875569343,34.790509147644045
24,0.0259528699171569,0.0293827210739254,0.136875,0.1330563240870833,33.362435035705566
25,0.0260634264061311,0.0274208031315356,0.1725,0.14246072858572,33.39891000747681
26,0.026503175153053,0.0300118153076618,0.214375,0.1591176903992891,30.43278604507446
27,0.0258740604947413,0.0320149354077875,0.14125,0.1368557365238666,37.22123188018799
28,0.0267308955877885,0.0272544013429433,0.0975,0.097389849089086,33.44377643585205
29,0.0261672247822086,0.0295590482465922,0.075625,0.1007108504883945,35.46408378601074
30,0.0259227177530929,0.0279497342556715,0.093125,0.097570220567286,32.7697705078125
31,0.0255426197052673,0.0308473888598382,0.13375,0.1362331730872392,36.36986650466919
32,0.0254819327629767,0.0280331002222374,0.054375,0.0798112861439585,34.768107872009274
33,0.0254879606434622,0.0352604459505528,0.076875,0.1091273829899728,38.6380460357666
34,0.0259248676147681,0.0296580116683617,0.170625,0.1378820609301328,33.01542404174805
35,0.025390929374676,0.0302034055488184,0.096875,0.0950493674725294,31.934587650299072
36,0.0251795253338846,0.0280126839317381,0.190625,0.149430513381958,32.67127071380615
37,0.0260414848238364,0.0275605719815939,0.1375,0.1235381744103506,33.05868225097656
38,0.0256134788128169,0.0334564684703946,0.044375,0.0506692563649266,36.14578361511231
39,0.0253623175426377,0.0282976738456636,0.139375,0.1248033636808395,29.54821506500244
40,0.0251294353574111,0.02842309491185,0.213125,0.1500130006670952,29.34692663192749
41,0.0250029122322663,0.0274945275991922,0.126875,0.1240214474871754,33.381351737976075
42,0.0251404011269678,0.0331003297679126,0.054375,0.087811984270811,38.15647758483887
43,0.0251105036670425,0.0281063940562307,0.17375,0.1469934761151671,32.778138656616214
44,0.0247216567833412,0.0279808957874774,0.14375,0.1093594188988208,29.41532371520996
45,0.0245946282772599,0.0288872176688164,0.050625,0.0504603182990104,30.51806911468506
46,0.0251258940746386,0.0287613757047802,0.08375,0.0931207331642508,33.82771371841431
47,0.0241780776094209,0.0310493853571824,0.1925,0.1479154903441667,29.908352909088133
48,0.0247863813529948,0.0273459476698189,0.15625,0.1309730452299118,30.604140243530274
49,0.0241987293602915,0.0295394634490367,0.14625,0.1251383796939626,32.67951099395752
50,0.0248257148893432,0.0298953987471759,0.7189292543021033,0.36635262588995504,8.655550885384597
