index,wall_time,sim_time_ns,object_x,object_y,object_z,tcp_x,tcp_y,tcp_z,dist_tcp_object,attached_state,object_disp_from_start,tcp_disp_from_start,object_step,tcp_step,anomaly_detached_object_motion,anomaly_far_attached,anomaly_object_moves_more_than_tcp
0,1773751362.8070402,1773751362807044578,,,,,,,,,,,,,False,False,False
1,1773751362.8573074,1773751362857312477,-0.42,8.409937492055881e-20,0.8749994277780444,,,,,,0.0,,,,False,False,False
2,1773751362.8666062,1773751362866608459,-0.42,8.409937492055881e-20,0.8749994277780444,-0.4199154191721675,-0.0004568551995520725,1.050336435582286,0.17533762339080125,,0.0,0.0,0.0,,False,False,False
3,1773751362.9168382,1773751362916841027,-0.42,8.409937492055881e-20,0.8749994277780444,-0.4199154191721675,-0.0004568551995520725,1.050336435582286,0.17533762339080125,,0.0,0.0,0.0,0.0,False,False,False
4,1773751362.966681,1773751362966685058,-0.42,8.409937492055881e-20,0.8749994277780444,-0.4199154191721675,-0.0004568551995520725,1.050336435582286,0.17533762339080125,,0.0,0.0,0.0,0.0,False,False,False
5,1773751363.0166736,1773751363016678318,-0.42,8.409937492055881e-20,0.8749994277780444,-0.41991590895942593,-0.00045592986468306613,1.0503357480213413,0.17533693318808957,,0.0,1.2525478956425076e-06,0.0,1.2525478956425076e-06,False,False,False
6,1773751363.0666945,1773751363066697657,-0.42,8.409937492055881e-20,0.8749994277780444,-0.41991590895942593,-0.00045592986468306613,1.0503357480213413,0.17533693318808957,,0.0,1.2525478956425076e-06,0.0,0.0,False,False,False
7,1773751363.1194365,1773751363119439003,-0.42,8.409937492055881e-20,0.8749994277780444,-0.4198248678774364,-0.0006531957185153994,1.050377646232243,0.1753795223054152,,0.0,0.00022010782365501869,0.0,0.0002212639956585386,False,False,False
8,1773751363.1667674,1773751363166771957,-0.42,8.409937492055881e-20,0.8749994277780444,-0.4198248678774364,-0.0006531957185153994,1.050377646232243,0.1753795223054152,,0.0,0.00022010782365501869,0.0,0.0,False,False,False
9,1773751363.2166812,1773751363216684697,-0.42,8.409937492055881e-20,0.8749994277780444,-0.41944796878739404,-0.0014694927998740144,1.0505485726614505,0.17555616314115458,,0.0,0.0011353179784391332,0.0,0.0009152101907818747,False,False,False
