experiment,device,batch_size,latency_ms_mean,latency_ms_std,latency_ms_p95,fps,n_params,model_size_mb
EXP1_SIMPLE_RGB,cpu,1,4.663528548553586,0.2077313292451843,5.186277446773602,214.42990850997447,110853,0.4228706359863281
EXP2_SIMPLE_RGBD,cpu,1,5.013294748641783,0.2243939353790352,5.410361949907383,199.46962030726857,111141,0.4239692687988281
EXP3_RESNET18_RGB_AUGMENT,cpu,1,7.176708400220377,0.0650276223025228,7.318172042141668,139.33964489476716,11179077,42.64479446411133
EXP4_RESNET18_RGBD,cpu,1,7.340366851713043,0.20690780182289295,7.570757911162219,136.23297311995069,11182213,42.65675735473633
