experiment,device,batch_size,latency_ms_mean,latency_ms_std,latency_ms_p95,fps,n_params,model_size_mb
EXP1_SIMPLE_RGB,cuda,1,0.3302707482362166,0.0058570856862589,0.3374555446498561,3027.8188587406444,110853,0.4228706359863281
EXP2_SIMPLE_RGBD,cuda,1,0.3301552511402406,0.0043519106189306,0.3381750029802788,3028.8780703815864,111141,0.4239692687988281
EXP3_RESNET18_RGB_AUGMENT,cuda,1,1.3021905011555646,0.0052671503619747,1.30829698900925,767.9367950484967,11179077,42.64479446411133
EXP4_RESNET18_RGBD,cuda,1,1.3161608985683415,0.007372406401110826,1.3267410002299584,759.785525529404,11182213,42.65675735473633
