experiment,device,batch_size,latency_ms_mean,latency_ms_std,latency_ms_p95,fps,n_params,model_size_mb
EXP1_SIMPLE_RGB,cpu,1,6.744893070026592,1.4538783065328924,8.944957349694958,148.26031926938427,110853,0.4228706359863281
EXP2_SIMPLE_RGBD,cpu,1,6.888163510020604,1.205888023631981,8.49155394967056,145.1765769708055,111141,0.4239692687988281
EXP3_RESNET18_RGB_AUGMENT,cpu,1,15.468937069936146,7.578013274819141,39.11577739986569,64.64568285971622,11179077,42.64479446411133
EXP4_RESNET18_RGBD,cpu,1,12.557286879982712,2.868937051567521,15.889102850314885,79.63503657737385,11182213,42.65675735473633
