experiment,n_seeds,val_success_mean,val_success_std,val_iou_mean,val_iou_std,val_angle_deg_mean,val_angle_deg_std,val_loss_mean,val_loss_std
EXP1_SIMPLE_RGB,3,0.2740599107711918,0.044030904611166315,0.22537958256289936,0.049616873112975184,17.190994819999656,1.374459929486555,0.03208647442981597,0.0008012653113928204
EXP2_SIMPLE_RGBD,3,0.3804971319311663,0.0051252764316187934,0.3168668045127754,0.003320938925231514,17.872977086887307,0.3607524650895501,0.03201132935161386,0.00013096086885851802
EXP3_RESNET18_RGB_AUGMENT,3,0.6800509878903761,0.02450271865741372,0.4010354506768043,0.0046350097806478275,10.607080734653213,1.1799587128606164,0.02972551719397107,0.0006744016445986909
EXP4_RESNET18_RGBD,3,0.6492458041215211,0.010228513377701899,0.387898228210442,0.01483622888554535,11.425986409544876,0.5338573030801188,0.028290512236611266,0.000625779967195219
