base_image,panel_frame,overlay_source_panel,selected_object,checkpoint,model_name,in_channels,panel_iou,panel_dtheta_deg,best_iou,best_dtheta_deg,pred_center_x,pred_center_y,pred_w,pred_h,pred_angle_deg,gt_center_x,gt_center_y,gt_w,gt_h,gt_angle_deg,centroid_distance_px,pred_to_gt_w_ratio,pred_to_gt_h_ratio,size_relative_error,pred_visual_adjusted,pred_visual_w,pred_visual_h,pred_visual_to_gt_w_ratio,pred_visual_to_gt_h_ratio,zoom_x1,zoom_y1,zoom_x2,zoom_y2,context_x1,context_y1,context_x2,context_y2
/home/laboratorio/TFM/agarre_ros2_ws/log/panel_infer/frame_20260405_115602.png,/home/laboratorio/TFM/agarre_ros2_ws/log/panel_infer/frame_20260405_115602.png,/home/laboratorio/TFM/auditoria/panel_audit/figures/overlay_infer_43030453.png,pick_demo,/home/laboratorio/TFM/agarre_inteligente/experiments/EXP3_RESNET18_RGB_AUGMENT/seed_1/checkpoints/best.pth,resnet18,3,0.114745,9.055633,0.146254,5.805864,157.528,172.703,7.850,6.248,5.806,160.000,170.680,17.540,19.120,0.000,3.194,0.4476,0.3268,0.6128,true,16.663,18.164,0.9500,0.9500,122,135,195,209,86,99,231,240
